"name","party","storkreds","lokalkreds","age","is.male","title","location","elected","votes.pers","votes.all","valgt.nr","stedfor.nr","opstillet.i.kreds.nr","nomineret.i.kreds.nr","ran.last.election","UDDANNELSE__Efter.folkeskolereformen.får.eleverne.for.lange.skoledage","FOREBYGGELSE__Afgiften.på.cigaretter.skal.sættes.op","SUNDHED__Et.besøg.hos.den.praktiserende.læge.skal.koste.eksempelvis.100.kr.","VELFÆRD__Mere.af.ældreplejen.skal.udliciteres.til.private.virksomheder","ARBEJDSMARKED__Man.skal.hurtigere.kunne.genoptjene.retten.til.dagpenge","ARBEJDSMARKED__Virksomheder.skal.kunne.drages.til.ansvar.for..om.deres.udenlandske.underleverandører.i.Danmark.overholder.danske.regler.om.løn..moms.og.skat","ØKONOMI__Vækst.i.den.offentlige.sektor.er.vigtigere.end.skattelettelser","TRAFIK__Investeringer.i.kollektiv.trafik.skal.prioriteres.højere.end.investeringer.til.fordel.for.privatbilisme","RET__Straffen.for.grov.vold.og.voldtægt.skal.skærpes","INTEGRATION__Offentlige.institutioner.i.Danmark.tager.for.mange.hensyn.til.religiøse.minoriteter","EU__EU.bestemmer.for.meget.i.forhold.til.dansk.lov","UDVIKLING__Ulandsbistanden.skal.sænkes","KULTUR__Den.offentlige.kulturstøtte.skal.sænkes"
"Jane Knudsen","aa","Sydjyllands "," Ukendt",39,FALSE," Studerende "," 6430 Nordborg",FALSE,880,3998,"","1","Alle","",TRUE,"Delvist enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig"
"Bjarke Charlie Serritslev","aa","Sydjyllands "," Ukendt",28,TRUE," Studerende "," 2300 København S",FALSE,263,1197,"","4","Alle","",TRUE,"Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Nicolai Wammen","a","Østjyllands "," Århus syd",44,TRUE," Forsvarsminister ","  København V",TRUE,21152,37903,"1K","","Alle","1",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Kirsten Brosbøl","a","Østjyllands "," Skanderborg",37,FALSE," Miljøminister ","  København K",TRUE,10843,18970,"2K","","Alle","9",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Daniel Toft Jakobsen","a","Østjyllands "," Favrskov",37,TRUE," Specialkonsulent "," 8723 Løsning",TRUE,4344,8353,"1T","","Alle","8",FALSE,"Hverken enig eller uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Leif Lahn Jensen","a","Østjyllands "," Djurs",48,TRUE," Havnearbejder "," 8500 Grenaa",TRUE,7393,11793,"6K","","Alle","5",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Jens Joel","a","Østjyllands "," Århus øst",37,TRUE," Cand.scient.pol. "," 8220 Brabrand, Århus",TRUE,7191,13081,"5K","","Alle","4",FALSE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Henrik Dam Kristensen","a","Østjyllands "," Horsens",58,TRUE," Beskæftigelsesminister "," 7200 Grindsted",TRUE,8109,15790,"3K","","Alle","10",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Malte Larsen","a","Østjyllands "," Randers nord",46,TRUE," Indehaver "," 8920 Randers NV",FALSE,3449,5809,"","1","Alle","6",TRUE,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig"
"Maja Panduro","a","Østjyllands "," Randers syd",33,FALSE," BA.scient.pol. "," 8900 Randers C",TRUE,8672,14738,"4K","","Alle","7",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Kim Qvist","a","Østjyllands "," Århus vest",52,TRUE," Folkeskolelærer "," 8520 Lystrup",FALSE,1365,2453,"","3","Alle","2",FALSE,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Christen Sørensen","a","Østjyllands "," Århus nord",70,TRUE," Professor "," 2000 Frederiksberg C",FALSE,1779,3234,"","2","Alle","3",TRUE,"Hverken enig eller uenig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Jakob Lavrsen","b","Østjyllands "," Århus Nord",41,TRUE," Gymnasielærer ","  Aarhus C",FALSE,420,764,"","5","Alle","1",TRUE,"Delvist uenig","Helt enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Liv Holm Andersen","b","Østjyllands "," Århus vest",28,FALSE," Studerende "," 1428 København K",FALSE,1679,3048,"","1","Alle","2",FALSE,"Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Carsten Bech","b","Østjyllands "," Djurs",66,TRUE," Gårdejer "," 8410 Rønde",FALSE,535,966,"","4","Alle","5",FALSE,"Delvist uenig","Helt enig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig"
"Tom Brøcher Jakobsen","b","Østjyllands "," Randers nord",55,TRUE," Civilingeniør "," 8920 Randers NV",FALSE,65,126,"","10","Alle","6",FALSE,"Helt uenig","Helt enig","Helt uenig","Delvist enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Sander Jensen","b","Østjyllands "," Århus syd",44,TRUE," Komm.rådgiver ","  Aarhus C",FALSE,280,505,"","6","Alle","3",TRUE,"Helt uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Karen Melchior","b","Østjyllands "," Horsens",35,FALSE," cand.jur. ","  København V",FALSE,885,1671,"","2","Alle","10",TRUE,"Delvist uenig","Helt enig","Delvist enig","Helt uenig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Nils Sjøberg","b","Østjyllands "," Hedensted",55,TRUE," Selvstændig "," 6000 Kolding",FALSE,82,170,"","9","Alle","11",FALSE,"Delvist enig","Helt enig","Delvist uenig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Helle Bækkelund Sørensen","b","Østjyllands "," Favrskov",45,FALSE," Projektleder "," 8370 Hadsten",FALSE,222,408,"","7","Alle","8",TRUE,"Delvist uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Svend Thorhauge","b","Østjyllands "," Skanderborg",44,TRUE," Chefkonsulent "," 8680 Ry",FALSE,760,1344,"","3","Alle","9",TRUE,"Hverken enig eller uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Naser Khader","c","Østjyllands "," Skanderborg, Århus syd",52,TRUE," Senioranalytiker "," Ukendt",TRUE,4041,7374,"1T","","Alle","1 9",FALSE,"Delvist enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Katarina Ammitzbøll","c","Østjyllands "," Århus øst",46,FALSE," cand.scient.soc. "," 2100 København Ø",FALSE,1149,2067,"","1","Alle","4",TRUE,"Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Delvist enig","Delvist enig","Helt uenig"
"Christian Hartmann","c","Østjyllands "," Randers nord",49,TRUE," Senior manager "," 8900 Randers",FALSE,299,559,"","5","Alle","6",TRUE,"Helt enig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig"
"Karsten Ulstrup Kristensen","c","Østjyllands "," Randers syd",29,TRUE," IT-konsulent "," 8960 Randers SØ",FALSE,280,525,"","6","Alle","7",TRUE,"Helt enig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Delvist uenig"
"Per Løkken","c","Østjyllands "," Horsens",53,TRUE," Selvstændig "," 8700 Horsens",FALSE,480,868,"","2","Alle","10",FALSE,"Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig"
"Jens Salling","c","Østjyllands "," Århus nord",33,TRUE," cand.oecon. "," 2200 København N",FALSE,353,635,"","3","Alle","3",TRUE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist enig"
"Samina Shah","c","Østjyllands "," Århus vest",43,FALSE," Lærer "," 8270 Højbjerg",FALSE,248,448,"","7","Alle","2",FALSE,"Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig"
"Søren Vanting","c","Østjyllands "," Djurs, Hedensted",43,TRUE," Førstemand "," 8783 Hornsyld",FALSE,223,448,"","8","Alle","5 11",FALSE,"Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig"
"Sanne Rubinke","f","Østjyllands "," Århus syd",54,FALSE," Direktør "," 8300 Odder",FALSE,437,981,"","6","Alle","1",FALSE,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Bjarne Andersen","f","Østjyllands "," Favrskov",42,TRUE," Områdedirektør "," 8382 Hinnerup",FALSE,417,872,"","7","Alle","8",TRUE,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig"
"Kirsten Normann Andersen","f","Østjyllands "," Skanderborg",53,FALSE," Afdelingsformand "," 8362 Hørning",FALSE,2149,4648,"","1","Alle","9",TRUE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Helt uenig","Delvist enig"
"Mikkel Borch","f","Østjyllands "," Randers nord",22,TRUE," Studerende ","  Aarhus C",FALSE,147,356,"","10","Alle","6",TRUE,"Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Laila Lauridsen","f","Østjyllands "," Århus nord",25,FALSE," Gymnasielærer "," 8210 Aarhus V",FALSE,537,1252,"","4","Alle","3",TRUE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig"
"Jonas Dahl","f","Østjyllands "," Århus øst",37,TRUE," Fhv. minister "," 8240 Risskov",TRUE,2320,5316,"1T","","Alle","4",FALSE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Eigil Andersen","f","Østjyllands "," Århus vest",62,TRUE," Journalist "," 8210 Århus V",FALSE,469,1061,"","5","Alle","2",FALSE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Kirstine Bille","f","Østjyllands "," Djurs",55,FALSE," Faglærer "," 8444 Balle",FALSE,2215,3699,"","2","Alle","5",TRUE,"Helt uenig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Lasse Eriksen","f","Østjyllands "," Hedensted",29,TRUE," Studerende "," 2000 Frederiksberg C",FALSE,185,489,"","9","Alle","11",TRUE,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig"
"Ole Birk Olesen","i","Østjyllands "," Storkredskandidat",42,TRUE," Redaktør, journalist "," 2720 Vanløse",TRUE,5941,20580,"1K","","Alle","1 2 3 4 6 7 9 10 11",FALSE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Carsten Bach","i","Østjyllands "," Storkredskandidat",39,TRUE," Geolog "," 8464 Galten",TRUE,1931,6459,"1T","","Alle","",TRUE,"Helt enig","Delvist uenig","Delvist enig","Helt enig","Helt uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Lars Bro","i","Østjyllands "," Storkredskandidat",49,TRUE," Analytiker "," 8722 Hedensted",FALSE,286,991,"","6","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Jesper Bræmer","i","Østjyllands "," Storkredskandidat",26,TRUE," Shipping agent "," 8900 Randers C",FALSE,854,2761,"","2","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist uenig","Helt enig","Helt enig","Helt enig"
"Birgitte Nymann","i","Østjyllands "," Storkredskandidat",53,FALSE," Jur. medarb. "," 8581 Nimtofte",FALSE,600,2029,"","5","Alle","",FALSE,"Delvist enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig"
"Jakob Rixen","i","Østjyllands "," Storkredskandidat",31,TRUE," Gymnasielærer ","  Aarhus C",FALSE,828,2902,"","1","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Per Zeidler","i","Østjyllands "," Storkredskandidat",52,TRUE," Lærer "," 8410 Rønde",FALSE,759,2123,"","4","Alle","5 8",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Sven-Erik Jørgensen","k","Østjyllands "," Randers nord, Favrskov",68,TRUE," Leder "," 8370 Hadsten",FALSE,89,222,"","","Alle","6 8",FALSE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Delvist enig"
"Simon Overby Kristensen","k","Østjyllands "," Horsens",38,TRUE," Agrarøkonom "," 8740 Brædstrup",FALSE,85,230,"","","Alle","10",FALSE,"Helt enig","Helt enig","Helt uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Helt uenig"
"Fridtjof Stidsen","k","Østjyllands "," Hedensted",59,TRUE," Staldmedarbejder "," 8700 Horsens",FALSE,328,732,"","","Alle","11",TRUE,"Helt enig","Delvist enig","Delvist uenig","Helt uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Johnny F. Andresen","o","Østjyllands "," Århus syd",51,TRUE," Tekn. flyverspec. "," 7470 Karup J",FALSE,922,3614,"","4","Alle","1",TRUE,"Delvist enig","Helt uenig","Delvist enig","Helt uenig","Delvist enig","Delvist enig","Delvist uenig","Delvist enig","Helt enig","Delvist uenig","Helt enig","Helt enig","Helt enig"
"Tilde Bork","o","Østjyllands "," Hedensted",22,FALSE," Studerende "," 7400 Herning",TRUE,3198,11686,"3K","","Alle","11",TRUE,"Delvist enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig"
"Mette Hjermind Dencker","o","Østjyllands "," Skanderborg",37,FALSE," Parterapeut, coach "," Ukendt",TRUE,6218,23171,"1K","","Alle","9",FALSE,"Delvist enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Claus Kvist Hansen","o","Østjyllands "," Randers syd",47,TRUE," Sekretariatsleder "," 8700 Horsens",TRUE,1564,6251,"1T","","Alle","7",FALSE,"Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist enig","Helt enig"
"Michael Nedersøe","o","Østjyllands "," Århus øst",36,TRUE," Chauffør "," 8700 Horsens",FALSE,1136,4187,"","3","Alle","4",TRUE,"Delvist uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Helt enig","Helt enig","Delvist enig"
"Hans Henrik Sørensen","o","Østjyllands "," Randers nord",50,TRUE," Politiassistent "," 9510 Arden",FALSE,694,2836,"","5","Alle","6",TRUE,"Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Helt enig","Delvist uenig","Helt enig","Delvist enig","Delvist enig"
"Jakob Ellemann-Jensen","v","Østjyllands "," Århus syd",42,TRUE," Cand.merc.jur. "," 2820 Gentofte",TRUE,8678,17625,"1K","","Alle","1",FALSE,"Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Delvist uenig"
"Kim Andersen","v","Østjyllands "," Skanderborg",58,TRUE," MF "," 8660 Skanderborg",FALSE,4656,8795,"","2","Alle","9",FALSE,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig"
"Britt Bager","v","Østjyllands "," Favrskov",39,FALSE," Pressekonsulent "," Ukendt",TRUE,7306,13820,"2K","","Alle","8",TRUE,"Delvist uenig","Delvist uenig","Delvist enig","Helt enig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Anders Buhl-Christensen","v","Østjyllands "," Randers nord",54,TRUE," Ejendomsmægler "," 8930 Randers NØ",FALSE,2522,4108,"","5","Alle","6",TRUE,"Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig"
"Anne-Mette Winther Christiansen","v","Østjyllands "," Djurs",49,FALSE," Leder "," Ukendt",FALSE,3796,6361,"","3","Alle","5",FALSE,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Helt enig","Helt enig","Delvist uenig"
"Michael Aastrup Jensen","v","Østjyllands "," Randers syd",39,TRUE," Fhv. borgmester "," 8960 Randers SØ",TRUE,6849,10995,"3K","","Alle","7",FALSE,"Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig"
"Troels Lund Poulsen","v","Østjyllands "," Hedensted",39,TRUE," Fhv. minister "," 4340 Tølløse",TRUE,5031,9634,"4K","","Alle","11",FALSE,"Helt uenig","Delvist uenig","Helt uenig","Delvist enig","Delvist uenig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Delvist uenig"
"Ejnar Schultz","v","Østjyllands "," Århus nord",51,TRUE," Direktør "," 8240 Risskov",FALSE,693,1444,"","7","Alle","3",TRUE,"Helt uenig","Helt uenig","Helt uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig"
