Navn,Stemmer,Uddannelse,Forebyggelse,Sundhed,Velfærd,Arbejdsmarked_1,Arbejdsmarked_2,Økonomi,Trafik,Ret,Social,Integration,EU,Udvikling,Miljø,Kultur,Parti,Storkreds,Lokalkreds,Alder,Titel,Bopæl,Køn,Valgt_ved_sidste_valg
Ronny Roy Nielsen,180,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Delvist uenig,socialistisk folkeparti,Sydjyllands , Vejle syd, Ukendt, Pædagog , 7100 Vejle, Mand , Nej 
Rune Bai Nielsen,111,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist uenig,Helt uenig,Delvist enig,Delvist enig,socialistisk folkeparti,Sydjyllands , Esbjerg omegn, Ukendt, Ledig , 6760 Ribe, Mand , Nej 
Lars Olesen,162,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Delvist uenig,socialistisk folkeparti,Sydjyllands , Fredericia, Ukendt, Folkeskolelærer , 7000 Fredericia, Mand , Nej 
Einar Olsen,145,Delvist uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Delvist enig,Helt uenig,Delvist enig,Helt uenig,socialistisk folkeparti,Sydjyllands , Haderslev, 60, Efterskolelærer , 6500 Vojens, Mand , Ja 
Hans Winther,111,Delvist uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Helt uenig,socialistisk folkeparti,Sydjyllands , Aabenraa, 59, Sioleinspektør , 6000 Kolding, Mand , Ja 
Mette Bock,11588,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Delvist uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist uenig,Delvist uenig,liberal alliance,Sydjyllands , Storkredskandidat, 58, MF , 8700 Horsens, Kvinde , Ja 
Sarah Maria Grønbæk,353,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, Ukendt, Bygningsingeniør , 6440 Augustenborg, Kvinde , Nej 
Dennis Påske,277,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, 34, Coach , 6000 Kolding, Mand , Nej 
Henrik Dahl,2902,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, 55, Forfatter , 4660 Store Heddinge, Mand , Nej 
Malene Ravn Neumann,371,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, Ukendt, Socialrådgiver , 6100 Haderslev, Kvinde , Nej 
Steen Holm Iversen,451,Helt enig,Helt uenig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, Ukendt, Major i hæren , 6800 Varde, Mand , Nej 
Frank Wichmann,178,Helt enig,Helt uenig,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, 53, Lokomotivfører , 7000 Fredericia, Mand , Nej 
Jakob Arendt Laursen,173,Helt enig,Helt uenig,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Delvist enig,Helt enig,Helt enig,Delvist uenig,Helt enig,liberal alliance,Sydjyllands , Storkredskandidat, Ukendt, Lærerstuderende , 6700 Esbjerg, Mand , Nej 
Niels Møller Jessen,297,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Delvist enig,Helt enig,Helt enig,Delvist enig,Helt enig,Helt uenig,Hverken enig eller uenig,Delvist enig,kristendemokraterne,Sydjyllands ," Haderslev, Sønderborg, Tønder", 56, Kirketjener , 6500 Vojens, Mand , Ja 
Knud Erik Hansen,347,Delvist enig,Delvist uenig,Helt uenig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,kristendemokraterne,Sydjyllands , Aabenraa, 70, Fhv. skoleleder , 6560 Sommersted, Mand , Ja 
Jens Schmidt Holm,170,Helt enig,Helt enig,Helt uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt enig,kristendemokraterne,Sydjyllands , Varde, Ukendt, Deltidslandmand , 6870 Ølgod, Mand , Nej 
Birgit Jakobsen,473,Helt enig,Helt enig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Helt uenig,Hverken enig eller uenig,Delvist enig,Helt uenig,Helt enig,Hverken enig eller uenig,kristendemokraterne,Sydjyllands ," Vejle syd, Vejle nord", Ukendt, Folkeskolelærer , 7100 Vejle, Kvinde , Nej 
Jan Rytkjær Callesen,2972,Hverken enig eller uenig,Helt enig,Delvist uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Helt enig,Delvist enig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,dansk folkeparti,Sydjyllands , Sønderborg, Ukendt, Selvstændig , 6430 Nordborg, Mand , Nej 
Jack Abilslund-Gregersen,892,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt enig,dansk folkeparti,Sydjyllands , Esbjerg omegn, Ukendt, Chauffør , 6000 Kolding, Mand , Nej 
Karina Adsbøl,3101,Delvist uenig,Delvist uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Hverken enig eller uenig,dansk folkeparti,Sydjyllands , Kolding syd, 39, Social- og sundhedsassistent , 6580 Vamdrup, Kvinde , Ja 
Kristian Thulesen Dahl,57371,Delvist uenig,Delvist uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Hverken enig eller uenig,dansk folkeparti,Sydjyllands , Vejle nord, 46, Cand.merc.jur. , 7323 Give, Mand , Ja 
Susanne Eilersen,2421,Delvist uenig,Delvist enig,Helt uenig,Delvist enig,Helt uenig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Hverken enig eller uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Hverken enig eller uenig,dansk folkeparti,Sydjyllands , Esbjerg by, 51, Merkonom , 7000 Fredericia, Kvinde , Ja 
Julie Gottschalk,1555,Delvist enig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist uenig,Delvist enig,Helt enig,Delvist enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt enig,dansk folkeparti,Sydjyllands , Tønder, 22, Studerende , 6800 Varde, Kvinde , Nej 
Kristina Jørgensen,2185,Delvist uenig,Delvist uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Delvist uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Delvist enig,dansk folkeparti,Sydjyllands , Vejen, Ukendt, Økonom , 6000 Kolding, Kvinde , Nej 
Marie Krarup,2436,Helt enig,Helt uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,dansk folkeparti,Sydjyllands , Varde, 49, Gymnasielærer , 1774 København V, Kvinde , Ja 
Svend Erik Nielsen,866,Delvist enig,Hverken enig eller uenig,Helt uenig,Delvist enig,Delvist enig,Helt enig,Helt enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Hverken enig eller uenig,Delvist enig,dansk folkeparti,Sydjyllands , Haderslev, Ukendt, Regnskabschef , 7182 Bredsted, Mand , Nej 
Frank Nørgård Dam,332,Helt uenig,Hverken enig eller uenig,Delvist enig,Helt uenig,Helt enig,Helt enig,Delvist uenig,Delvist enig,Helt enig,Delvist enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,dansk folkeparti,Sydjyllands , Kolding nord, Ukendt, Virk.konsulent , 6000 Kolding, Mand , Nej 
Kenneth Fredslund Petersen,698,Delvist enig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Delvist uenig,Helt enig,Helt enig,Helt enig,Delvist uenig,Delvist enig,dansk folkeparti,Sydjyllands , Vejle syd, Ukendt, Tapperiassistent , 7120 Vejle Øst, Mand , Nej 
Peter Kofod Poulsen,3336,Delvist enig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Helt enig,Helt enig,Delvist enig,Delvist uenig,Helt enig,Delvist uenig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt enig,dansk folkeparti,Sydjyllands , Aabenraa, 25, Lærerstuderende , 6100 Haderslev, Mand , Ja 
Jesper Strøm,652,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt enig,Hverken enig eller uenig,Delvist enig,Helt enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,dansk folkeparti,Sydjyllands , Fredericia, Ukendt, Kørelærer , 7000 Fredericia, Mand , Nej 
Ellen Trane Nørby,12012,Delvist uenig,Delvist uenig,Helt uenig,Delvist enig,Delvist enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Hverken enig eller uenig,Delvist enig,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,venstre,Sydjyllands , Sønderborg, 35, Ukendt , 6400 Sønderborg, Kvinde , Ja 
Jens Ejner Christensen,5150,Helt uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Delvist enig,Delvist uenig,Helt uenig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Helt enig,Helt uenig,Hverken enig eller uenig,venstre,Sydjyllands , Vejle nord, 47, Gårdejer , 7300 Jelling, Mand , Ja 
Peter Christensen,5133,Helt uenig,Delvist enig,Delvist uenig,Helt enig,Helt uenig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Delvist enig,venstre,Sydjyllands , Aabenraa, 40, Fhv. minister , 6200 Aabenraa, Mand , Ja 
Eva Kjer Hansen,7647,Delvist uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist enig,Helt enig,Delvist enig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,venstre,Sydjyllands , Kolding syd, 51," Formand for Folketingets Europaudvalg, fhv. minister, cand.polit ", 6200 Aabenraa, Kvinde , Ja 
Carl Holst,12135,Helt uenig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,venstre,Sydjyllands , Esbjerg omegn, Ukendt, Regionsrådsformand , 6630 Rødding, Mand , Nej 
Peter Jørgensen,1201,Delvist uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt enig,Delvist uenig,Delvist enig,Helt enig,Delvist uenig,Hverken enig eller uenig,venstre,Sydjyllands , Fredericia, Ukendt, HA-almen , 6400 Sønderborg, Mand , Nej 
Jesper Juul Larsen,1637,Helt uenig,Helt uenig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist enig,Helt enig,Delvist enig,Helt enig,Delvist uenig,Hverken enig eller uenig,venstre,Sydjyllands , Esbjerg by, Ukendt, Formand , 6710 Esbjerg V, Mand , Nej 
Susanne Linnet,2201,Helt uenig,Helt uenig,Delvist enig,Helt enig,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist enig,Helt uenig,Delvist uenig,venstre,Sydjyllands , Tønder, Ukendt, Sygeplejerske , 6270 Tønder, Kvinde , Nej 
Anni Matthiesen,8197,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Delvist uenig,Delvist uenig,Helt uenig,Delvist uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,venstre,Sydjyllands , Vejen, 51, Koordinator , 7200 Grindsted, Kvinde , Ja 
Karl Plougstrup-Petersen,473,Delvist uenig,Delvist uenig,Delvist enig,Delvist enig,Delvist uenig,Helt uenig,Helt uenig,Helt uenig,Delvist enig,Delvist enig,Helt enig,Delvist enig,Helt enig,Helt uenig,Hverken enig eller uenig,venstre,Sydjyllands , Vejle syd, 38, Viceskoleleder , 7184 Vandel, Mand , Nej 
Hans Christian Schmidt,8348,Delvist uenig,Helt uenig,Helt uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt enig,Delvist uenig,Hverken enig eller uenig,venstre,Sydjyllands , Haderslev, 62, Fhv. minister , 6500 Vojens, Mand , Ja 
Hans Christian Thoning,6806,Helt uenig,Delvist uenig,Delvist uenig,Delvist enig,Delvist uenig,Delvist uenig,Helt uenig,Delvist uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist uenig,Delvist uenig,venstre,Sydjyllands , Varde, 63, MF , 6840 Oksbøl, Mand , Ja 
Henning Hyllested,3221,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Sydjyllands ," Esbjerg by, Tønder", 61, Havnearbejder , 6700 Esbjerg, Mand , Ja 
Helge Bo Jensen,166,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Delvist uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Sydjyllands , Ukendt, 56, Adm. Leder , 2620 Albertslund, Mand , Ja 
Jens Bundgård Nielsen,221,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Sydjyllands , Aabenraa, Ukendt, Konsulent , 6200 Aabenraa, Mand , Nej 
Charlotte Nørgård,919,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Sydjyllands , Vejen, Ukendt, Førtidspensionist , 7200 Grindsted, Kvinde , Nej 
Rasmus Slot,200,Delvist enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Sydjyllands , Vejle syd, Ukendt, Studerende , 9000 Aalborg, Mand , Nej 
Cathrine Sund Laursen,544,Helt enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Helt enig,Helt uenig,Helt enig,Delvist uenig,enhedslisten,Sydjyllands , Esbjerg omegn, Ukendt, Pædagog , 6700 Esbjerg, Kvinde , Nej 
Mathias Dahl Christiansen,267,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Delvist uenig,enhedslisten,Sydjyllands , Haderslev, Ukendt, Lærer , 6100 Haderslev, Mand , Nej 
Benny Dall,232,Delvist enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt enig,Helt uenig,enhedslisten,Sydjyllands ," Kolding syd, 8", Ukendt, Selvstændig , 6000 Kolding, Mand , Nej 
Ole Kaup,163,Delvist enig,Delvist uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Delvist uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt uenig,Helt uenig,Helt uenig,enhedslisten,Sydjyllands , Fredericia, Ukendt, Specialarbejder , 7000 Fredericia, Mand , Nej 
Arne Lindberg Callesen,169,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Helt enig,Helt uenig,Helt enig,Delvist uenig,enhedslisten,Sydjyllands ," Varde, 9", Ukendt, Lærer , 6800 Varde, Mand , Nej 
Kim Hyttel,810,Helt enig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Hverken enig eller uenig,Helt enig,Hverken enig eller uenig,Helt uenig,Helt uenig,Helt uenig,Helt uenig,Helt enig,Hverken enig eller uenig,alternativet,Sydjyllands , Ukendt, 62, Cand.phil. i musikvidenskab ,  København K, Mand , Nej 
Rune Nielsen Bjerremand,397,Delvist enig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Helt enig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Delvist enig,Helt uenig,Helt enig,Hverken enig eller uenig,alternativet,Sydjyllands , Vejle Nord, Ukendt, Cand.scient i kulturgeografi , 7321 Gadbjerg, Mand , Nej 
Hans-Jørgen Jagd,196,Delvist enig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Delvist enig,Helt enig,Helt uenig,Helt enig,Delvist uenig,alternativet,Sydjyllands , Ukendt, 56, Ukendt , 7000 Fredericia, Mand , Nej 
Jane Knudsen,880,Delvist enig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Delvist enig,Helt enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Delvist enig,Hverken enig eller uenig,alternativet,Sydjyllands , Ukendt, Ukendt, Studerende , 6430 Nordborg, Kvinde , Nej 
Bjarke Charlie Serritslev,263,Helt enig,Helt enig,Delvist uenig,Hverken enig eller uenig,Delvist enig,Helt enig,Hverken enig eller uenig,Helt enig,Delvist uenig,Helt uenig,Helt uenig,Hverken enig eller uenig,Helt uenig,Helt enig,Delvist uenig,alternativet,Sydjyllands , Ukendt, Ukendt, Studerende , 2300 København S, Mand , Nej 
Nicolai Wammen,21152,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Østjyllands , Århus syd, 44, Forsvarsminister ,  København V, Mand , Ja 
Kirsten Brosbøl,10843,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Østjyllands , Skanderborg, 37, Miljøminister ,  København K, Kvinde , Ja 
Daniel Toft Jakobsen,4344,Hverken enig eller uenig,Delvist enig,Helt uenig,Delvist uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist uenig,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist enig,Delvist uenig,socialdemokraterne,Østjyllands , Favrskov, 36, Specialkonsulent , 8723 Løsning, Mand , Ja 
Leif Lahn Jensen,7393,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Delvist enig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Østjyllands , Djurs, 48, Havnearbejder , 8500 Grenaa, Mand , Ja 
Jens Joel,7191,Delvist uenig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,Delvist enig,Delvist uenig,socialdemokraterne,Østjyllands , Århus øst, 37, Cand.scient.pol. ," 8220 Brabrand, Århus", Mand , Ja 
Henrik Dam Kristensen,8109,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Delvist enig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Delvist uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Østjyllands , Horsens, 58, Beskæftigelsesminister , 7200 Grindsted, Mand , Ja 
Malte Larsen,3449,Delvist enig,Delvist enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Delvist uenig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,socialdemokraterne,Østjyllands , Randers nord, Ukendt, Indehaver , 8920 Randers NV, Mand , Nej 
Maja Panduro,8672,Delvist uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Delvist enig,Helt enig,Delvist enig,Delvist enig,Delvist enig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist uenig,Hverken enig eller uenig,Delvist uenig,socialdemokraterne,Østjyllands , Randers syd, 33, BA.scient.pol. , 8900 Randers C, Kvinde , Ja 
Kim Qvist,1365,Delvist uenig,Helt enig,Helt uenig,Helt uenig,Helt enig,Helt enig,Helt enig,Helt enig,Hverken enig eller uenig,Helt uenig,Hverken enig eller uenig,Hverken enig eller uenig,Helt uenig,Delvist uenig,Delvist uenig,socialdemokraterne,Østjyllands , Århus vest, 52, Folkeskolelærer , 8520 Lystrup, Mand , Ja 
